#date,time,07/02/2021,12:27:51
#lambda, 0.10000000E+01
# iter, Lambda*J0, sqrt(2*J0/Nobs)
  2.40900681000E+003  2.02276996432E+008  2.08162490342E+001
  2.41000681000E+003  2.02256014984E+008  2.08151694098E+001
  2.41100681000E+003  2.02275886690E+008  2.08161919326E+001
  2.41200681000E+003  2.02274788721E+008  2.08161354366E+001
  2.41300681000E+003  2.02268976561E+008  2.08158363692E+001
  2.41400681000E+003  2.02262935394E+008  2.08155255136E+001
  2.41500681000E+003  2.02262126652E+008  2.08154838985E+001
  2.41600681000E+003  2.02259375976E+008  2.08153423572E+001
  2.41700681000E+003  2.02252900323E+008  2.08150091366E+001
  2.41800681000E+003  2.02245227755E+008  2.08146143188E+001
  2.41900681000E+003  2.02243089010E+008  2.08145042612E+001
  2.42000681000E+003  2.02316710350E+008  2.08182924061E+001
  2.42100681000E+003  2.02454256580E+008  2.08253679242E+001
  2.42200681000E+003  2.03415012454E+008  2.08747233038E+001
  2.42300681000E+003  2.07152345558E+008  2.10656155667E+001
  2.42400681000E+003  2.23377174790E+008  2.18750283068E+001
  2.42500681000E+003  3.43810256848E+008  2.71386750644E+001
  2.42600681000E+003  4.02307664316E+008  2.93567774116E+001
  2.42700681000E+003  4.21873532950E+008  3.00621727939E+001
  2.42800681000E+003  4.30315207069E+008  3.03614545497E+001
  2.42900681000E+003  4.32459892071E+008  3.04370210445E+001
  2.43000681000E+003  4.33540657312E+008  3.04750300581E+001
  2.43100681000E+003  4.33853844356E+008  3.04860355559E+001
  2.43200681000E+003  4.32824713005E+008  3.04498565951E+001
  2.43300681000E+003  4.33369837300E+008  3.04690257102E+001
  2.43400681000E+003  4.32813504431E+008  3.04494623227E+001
  2.43500681000E+003  4.32357011123E+008  3.04334003899E+001
  2.43600681000E+003  4.30468924453E+008  3.03668769314E+001
  2.43700681000E+003  4.28759819573E+008  3.03065336727E+001
  2.43800681000E+003  4.27397033147E+008  3.02583316241E+001
  2.43900681000E+003  4.22412173795E+008  3.00813581036E+001
  2.44000681000E+003  4.15003940875E+008  2.98164090033E+001
  2.44100681000E+003  4.08856545771E+008  2.95947519572E+001
  2.44200681000E+003  4.04891340472E+008  2.94508932149E+001
  2.44300681000E+003  3.99765934830E+008  2.92638942498E+001
  2.44400681000E+003  3.94316039283E+008  2.90637365526E+001
  2.44500681000E+003  3.85217261487E+008  2.87264590697E+001
  2.44600681000E+003  3.73282225504E+008  2.82779473888E+001
  2.44700681000E+003  3.42715034354E+008  2.70954148716E+001
  2.44800681000E+003  3.50292589223E+008  2.73933219369E+001
  2.44900681000E+003  3.48186957708E+008  2.73108663196E+001
  2.45000681000E+003  3.37075754433E+008  2.68715664792E+001
  2.45100681000E+003  3.15603961629E+008  2.60016225624E+001
  2.45200681000E+003  3.08681877101E+008  2.57148972332E+001
  2.45300681000E+003  3.35999863704E+008  2.68286473795E+001
  2.45400681000E+003  4.05533917430E+008  2.94742537576E+001
  2.45500681000E+003  4.85933361504E+008  3.22639536393E+001
  2.45600681000E+003  5.52986973789E+008  3.44180829832E+001
  2.45700681000E+003  5.14196023143E+008  3.31889553998E+001
  2.45800681000E+003  5.21969841557E+008  3.34388961311E+001
  2.45900681000E+003  5.37269121284E+008  3.39254148635E+001
  2.46000681000E+003  5.69228237968E+008  3.49198560604E+001
  2.46100681000E+003  6.15033818941E+008  3.62976681076E+001
  2.46200681000E+003  6.34201865410E+008  3.68589521225E+001
  2.46300681000E+003  6.47810265834E+008  3.72523041187E+001
  2.46400681000E+003  6.53891816745E+008  3.74267553185E+001
  2.46500681000E+003  6.60298539265E+008  3.76096589364E+001
  2.46600681000E+003  6.58123868930E+008  3.75476748051E+001
  2.46700681000E+003  6.55799507187E+008  3.74813107221E+001
  2.46800681000E+003  6.53956349330E+008  3.74286020962E+001
  2.46900681000E+003  6.52404249391E+008  3.73841591900E+001
  2.47000681000E+003  6.52029043687E+008  3.73734075992E+001
  2.47100681000E+003  6.43844397641E+008  3.71381005148E+001
  2.47200681000E+003  6.46609784451E+008  3.72177712951E+001
  2.47300681000E+003  6.44486767411E+008  3.71566224168E+001
  2.47400681000E+003  6.33692600465E+008  3.68441502566E+001
  2.47500681000E+003  6.22259912356E+008  3.65102778915E+001
  2.47600681000E+003  6.10372392026E+008  3.61598539435E+001
  2.47700681000E+003  5.91313861005E+008  3.55908415024E+001
  2.47800681000E+003  5.74239581264E+008  3.50732320765E+001
  2.47900681000E+003  5.76668352904E+008  3.51473257047E+001
  2.48000681000E+003  5.82206570671E+008  3.53156966750E+001
  2.48100681000E+003  5.84556695350E+008  3.53869022468E+001
  2.48200681000E+003  5.76181530515E+008  3.51324869177E+001
  2.48300681000E+003  5.54960084149E+008  3.44794318117E+001
  2.48400681000E+003  5.08475237950E+008  3.30038140000E+001
  2.48500681000E+003  5.37376722467E+008  3.39288118874E+001
  2.48600681000E+003  5.20835542624E+008  3.34025431371E+001
  2.48700681000E+003  5.08466198266E+008  3.30035206275E+001
  2.48800681000E+003  5.03933022919E+008  3.28560715925E+001
  2.48900681000E+003  5.02926492984E+008  3.28232426768E+001
  2.49000681000E+003  4.99726618195E+008  3.27186569512E+001
  2.49100681000E+003  5.13449202868E+008  3.31648447590E+001
  2.49200681000E+003  5.04296555439E+008  3.28679204857E+001
  2.49300681000E+003  5.05184126320E+008  3.28968318317E+001
  2.49400681000E+003  5.06404212041E+008  3.29365329505E+001
  2.49500681000E+003  5.07618701798E+008  3.29760045094E+001
  2.49600681000E+003  5.08845185529E+008  3.30158179878E+001
  2.49700681000E+003  5.10660609574E+008  3.30746613711E+001
  2.49800681000E+003  5.09374185053E+008  3.30329752839E+001
  2.49900681000E+003  5.09585503512E+008  3.30398265868E+001
  2.50000681000E+003  5.08861059908E+008  3.30163329789E+001
  2.50100681000E+003  5.08399439198E+008  3.30013539578E+001
  2.50200681000E+003  5.08098328269E+008  3.29915796156E+001
  2.50300681000E+003  5.06919517558E+008  3.29532864265E+001
  2.50400681000E+003  5.11260206150E+008  3.30940731246E+001
  2.50500681000E+003  5.09136968990E+008  3.30252826436E+001
  2.50600681000E+003  5.08097681084E+008  3.29915586043E+001
  2.50700681000E+003  5.07793625801E+008  3.29816857400E+001
  2.50800681000E+003  5.07285465213E+008  3.29651788491E+001
  2.50900681000E+003  5.07255268480E+008  3.29641976900E+001
  2.51000681000E+003  5.07267435811E+008  3.29645930372E+001
  2.51100681000E+003  5.07649016709E+008  3.29769891556E+001
  2.51200681000E+003  5.06077192556E+008  3.29258965584E+001
  2.51300681000E+003  5.04548419383E+008  3.28761271755E+001
  2.51400681000E+003  5.02168505123E+008  3.27984985032E+001
  2.51500681000E+003  4.96340884590E+008  3.26076313190E+001
  2.51600681000E+003  4.95398181443E+008  3.25766506691E+001
  2.51700681000E+003  4.95407869819E+008  3.25769692142E+001
  2.51800681000E+003  4.93676301723E+008  3.25199872593E+001
  2.51900681000E+003  4.88457213630E+008  3.23476317685E+001
  2.52000681000E+003  4.89171528843E+008  3.23712755630E+001
  2.52100681000E+003  4.88154940254E+008  3.23376213307E+001
  2.52200681000E+003  4.85662225420E+008  3.22549512294E+001
  2.52300681000E+003  4.82448908540E+008  3.21480689333E+001
  2.52400681000E+003  4.74852733691E+008  3.18939785678E+001
  2.52500681000E+003  4.79916264404E+008  3.20635763036E+001
  2.52600681000E+003  4.78261202308E+008  3.20082405655E+001
  2.52700681000E+003  4.77089261539E+008  3.19689996968E+001
  2.52800681000E+003  4.74021344421E+008  3.18660457727E+001
  2.52900681000E+003  4.70091933314E+008  3.17336937494E+001
  2.53000681000E+003  4.63273084095E+008  3.15026988161E+001
  2.53100681000E+003  4.58966779232E+008  3.13559420140E+001
  2.53200681000E+003  4.58584007112E+008  3.13428640698E+001
  2.53300681000E+003  4.55118869402E+008  3.12242235578E+001
  2.53400681000E+003  4.47525880427E+008  3.09626629069E+001
  2.53500681000E+003  4.45698916168E+008  3.08993978181E+001
  2.53600681000E+003  4.42094224411E+008  3.07741911770E+001
  2.53700681000E+003  4.35818406186E+008  3.05549804964E+001
  2.53800681000E+003  4.26207161746E+008  3.02161827390E+001
  2.53900681000E+003  4.21912286801E+008  3.00635535373E+001
  2.54000681000E+003  4.17595582611E+008  2.99093637649E+001
  2.54100681000E+003  4.12847911351E+008  2.97388570058E+001
  2.54200681000E+003  4.03717352331E+008  2.94081655804E+001
  2.54300681000E+003  3.95833399445E+008  2.91196026699E+001
  2.54400681000E+003  3.81718077602E+008  2.85956906878E+001
  2.54500681000E+003  3.70388055602E+008  2.81681103386E+001
